Ticket;Symbol;Type;Open time;Open price;Size;Close time;Close price;Profit/Loss;Balance;Sample type;Close type;MAE ($);MFE ($);Time in trade;Comment
4221;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.10.25 11:00:00;150.013;0.44;2017.10.25 12:00:00;150.875;259.86;15785.48;IST;PT;0.00;262.84;1h 0m;
4230;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.10.31 15:00:00;150.204;0.43;2017.11.01 02:00:00;150.991;235.64;16021.13;IST;Exit After X Bars;-32.78;256.57;11h 0m;
4252;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.11.20 17:00:00;148.928;0.42;2017.11.21 04:00:00;149.121;57.27;16078.40;IST;Exit After X Bars;-21.54;88.77;11h 0m;
4263;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.11.28 20:00:00;148.835;0.47;2017.11.28 20:00:00;148.530;-102.52;15975.88;IST;SL;-99.34;38.11;0s;
4268;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.11.30 23:00:00;152.397;0.39;2017.12.01 10:00:00;152.316;-20.87;15955.01;IST;Exit After X Bars;-96.49;5.14;11h 0m;
4277;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.12.07 20:00:00;151.994;0.35;2017.12.08 07:00:00;152.934;228.91;16183.92;IST;Exit After X Bars;0.00;242.06;11h 0m;
4305;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.12.27 12:00:00;151.870;0.55;2017.12.27 23:00:00;151.812;-25.83;16158.09;IST;Exit After X Bars;-84.62;82.71;11h 0m;
4308;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.12.29 15:00:00;152.212;0.56;2018.01.02 00:00:00;151.956;-92.62;16065.47;IST;SL;-99.35;116.04;3d 9h 0m;
4313;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.01.05 08:00:00;153.464;0.57;2018.01.05 11:00:00;153.211;-103.80;15961.67;IST;SL;-99.94;21.33;3h 0m;
4324;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.01.12 15:00:00;152.110;0.5;2018.01.15 02:00:00;152.612;175.25;16136.93;IST;Exit After X Bars;-2.43;207.90;2d 11h 0m;
4329;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.01.17 20:00:00;153.448;0.45;2018.01.17 22:00:00;154.272;253.92;16390.85;IST;PT;0.00;256.96;2h 0m;
4335;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.01.22 19:00:00;155.108;0.43;2018.01.23 05:00:00;154.773;-98.70;16292.15;IST;SL;-99.83;67.94;10h 0m;
4347;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.01.30 19:00:00;153.943;0.35;2018.01.31 06:00:00;154.377;106.18;16398.33;IST;Exit After X Bars;-67.19;115.21;11h 0m;
4358;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.02.08 14:00:00;153.212;0.28;2018.02.08 18:00:00;152.699;-101.44;16296.89;IST;SL;-99.54;161.25;4h 0m;
4364;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.02.14 21:00:00;149.779;0.26;2018.02.15 01:00:00;149.232;-92.99;16203.90;IST;SL;-98.56;44.14;4h 0m;
4371;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.02.20 11:00:00;149.810;0.31;2018.02.20 22:00:00;150.032;45.59;16249.49;IST;Exit After X Bars;-40.17;122.45;11h 0m;
4396;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.03.05 17:00:00;146.388;0.34;2018.03.06 04:00:00;147.309;217.90;16467.39;IST;Exit After X Bars;0.00;252.58;11h 0m;
4402;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.03.09 17:00:00;148.529;0.35;2018.03.09 18:00:00;148.119;-101.81;16365.57;IST;SL;-99.45;3.40;1h 0m;
4405;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.03.13 12:00:00;148.801;0.37;2018.03.13 23:00:00;148.706;-26.86;16338.71;IST;Exit After X Bars;-40.77;147.44;11h 0m;
4413;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.03.19 13:00:00;148.740;0.38;2018.03.20 00:00:00;148.767;8.11;16346.81;IST;Exit After X Bars;-91.12;248.07;11h 0m;
4439;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.04.06 16:00:00;150.785;0.39;2018.04.06 22:00:00;150.424;-100.21;16246.61;IST;SL;-97.57;118.65;6h 0m;
4446;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.04.12 14:00:00;152.117;0.42;2018.04.13 01:00:00;152.721;176.90;16423.51;IST;Exit After X Bars;-9.02;220.62;11h 0m;
4448;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.04.16 14:00:00;153.639;0.42;2018.04.16 20:00:00;153.297;-102.39;16321.12;IST;SL;-99.54;34.64;6h 0m;
4481;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.05.09 04:00:00;148.304;0.48;2018.05.09 14:00:00;149.105;263.20;16584.32;IST;PT;-90.81;266.44;10h 0m;
4493;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.05.17 02:00:00;149.441;0.48;2018.05.17 10:00:00;149.142;-102.71;16481.61;IST;SL;-99.46;92.81;8h 0m;
4499;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.05.22 10:00:00;149.469;0.47;2018.05.22 14:00:00;149.166;-101.87;16379.73;IST;SL;-98.69;82.73;4h 0m;
4543;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.06.21 14:00:00;145.746;0.4;2018.06.22 01:00:00;145.545;-54.67;16325.07;IST;Exit After X Bars;-78.17;130.56;11h 0m;
4567;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.07.05 10:00:00;146.556;0.4;2018.07.05 16:00:00;146.204;-100.28;16224.78;IST;SL;-97.57;87.04;6h 0m;
4571;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.07.09 11:00:00;147.472;0.43;2018.07.09 16:00:00;147.142;-101.25;16123.54;IST;SL;-98.34;41.42;5h 0m;
4592;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.07.24 19:00:00;146.297;0.48;2018.07.24 20:00:00;146.000;-102.04;16021.49;IST;SL;-98.79;8.98;1h 0m;
4597;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.07.30 10:00:00;145.867;0.52;2018.07.30 13:00:00;145.590;-103.34;15918.15;IST;SL;-99.82;3.24;3h 0m;
4599;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.07.31 10:00:00;146.367;0.54;2018.07.31 21:00:00;146.815;163.99;16082.15;IST;Exit After X Bars;-16.47;239.50;11h 0m;
4610;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.08.09 12:00:00;143.302;0.56;2018.08.09 16:00:00;143.047;-102.75;15979.39;IST;SL;-98.96;72.96;4h 0m;
4628;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.08.21 16:00:00;141.962;0.42;2018.08.22 03:00:00;142.108;43.60;16022.99;IST;Exit After X Bars;-22.70;208.98;11h 0m;
4641;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.08.29 16:00:00;143.628;0.53;2018.08.29 16:00:00;144.366;267.47;16290.46;IST;PT;0.00;321.75;0s;
4649;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.09.05 03:00:00;143.473;0.47;2018.09.05 09:00:00;143.169;-102.20;16188.26;IST;SL;-99.02;67.75;6h 0m;
4652;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.09.07 13:00:00;143.816;0.42;2018.09.07 19:00:00;143.474;-102.39;16085.88;IST;SL;-99.54;180.17;6h 0m;
4653;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.09.10 16:00:00;144.921;0.39;2018.09.10 17:00:00;144.555;-101.56;15984.32;IST;SL;-98.92;30.00;1h 0m;
4658;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.09.13 17:00:00;146.552;0.4;2018.09.14 04:00:00;146.946;110.26;16094.58;IST;Exit After X Bars;-38.53;128.07;11h 0m;
4661;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.09.18 09:00:00;147.789;0.42;2018.09.18 10:00:00;147.451;-101.22;15993.36;IST;SL;-98.38;11.06;1h 0m;
4717;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.11.06 02:00:00;147.987;0.37;2018.11.06 12:00:00;147.599;-101.99;15891.37;IST;SL;-99.49;72.31;10h 0m;
4730;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.11.13 14:00:00;147.562;0.39;2018.11.13 18:00:00;148.526;257.90;16149.27;IST;PT;-92.70;260.54;4h 0m;
4746;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.11.22 12:00:00;145.270;0.34;2018.11.22 13:00:00;144.854;-100.32;16048.95;IST;SL;-98.02;159.28;1h 0m;
4768;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2018.12.12 16:00:00;143.199;0.38;2018.12.12 23:00:00;142.825;-101.06;15947.89;IST;SL;-98.49;64.25;7h 0m;
4800;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.01.08 09:00:00;139.402;0.31;2019.01.08 10:00:00;138.939;-101.56;15846.32;OOS1;SL;-99.47;7.73;1h 0m;
4806;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.01.11 12:00:00;139.152;0.33;2019.01.11 13:00:00;138.720;-101.03;15745.29;OOS1;SL;-98.79;0.00;1h 0m;
4810;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.01.17 21:00:00;141.847;0.31;2019.01.18 08:00:00;141.904;13.06;15758.35;OOS1;Exit After X Bars;-61.44;79.06;11h 0m;
4816;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.01.23 15:00:00;143.171;0.37;2019.01.24 02:00:00;143.243;26.38;15784.73;OOS1;Exit After X Bars;-62.05;98.97;11h 0m;
4817;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.01.25 05:00:00;144.020;0.37;2019.01.25 10:00:00;143.638;-100.45;15684.28;OOS1;SL;-97.95;52.31;5h 0m;
4822;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.01.29 15:00:00;144.480;0.38;2019.01.29 16:00:00;144.108;-100.54;15583.74;OOS1;SL;-97.96;1.32;1h 0m;
4849;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.02.19 16:00:00;143.658;0.46;2019.02.19 21:00:00;144.491;262.43;15846.17;OOS1;PT;-5.10;265.54;5h 0m;
4858;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.02.27 13:00:00;147.158;0.43;2019.02.27 17:00:00;148.024;255.15;16101.32;OOS1;PT;-42.61;258.06;4h 0m;
4872;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.03.11 20:00:00;146.303;0.39;2019.03.12 01:00:00;147.240;254.26;16355.59;OOS1;PT;-87.03;253.24;5h 0m;
4896;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.03.26 15:00:00;146.460;0.31;2019.03.26 17:00:00;146.009;-98.99;16256.60;OOS1;SL;-96.89;1.50;2h 0m;
4903;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.03.29 14:00:00;145.481;0.31;2019.03.29 15:00:00;145.026;-99.85;16156.75;OOS1;SL;-97.75;1.07;1h 0m;
4921;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.04.12 05:00:00;146.087;0.42;2019.04.12 16:00:00;146.888;230.30;16387.05;OOS1;Exit After X Bars;-30.56;261.37;11h 0m;
4937;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.04.23 13:00:00;145.645;0.64;2019.04.23 15:00:00;145.420;-104.12;16282.92;OOS1;SL;-99.79;0.00;2h 0m;
4947;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.04.30 13:00:00;144.797;0.68;2019.05.01 00:00:00;145.210;196.40;16479.33;OOS1;Exit After X Bars;-40.06;273.32;11h 0m;
4950;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.05.03 18:00:00;146.412;0.66;2019.05.03 18:00:00;146.194;-104.18;16375.15;OOS1;SL;-99.71;42.08;0s;
4972;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.05.21 15:00:00;140.650;0.52;2019.05.21 17:00:00;141.380;259.54;16634.69;OOS1;PT;-46.13;263.06;2h 0m;
4996;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.06.04 17:00:00;137.411;0.5;2019.06.05 04:00:00;137.370;-12.90;16621.80;OOS1;Exit After X Bars;-85.24;37.77;11h 0m;
5025;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.06.27 10:00:00;137.327;0.53;2019.06.27 10:00:00;137.058;-102.39;16519.41;OOS1;SL;-98.80;0.73;0s;
5027;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.07.01 01:00:00;137.459;0.55;2019.07.01 04:00:00;137.200;-102.44;16416.97;OOS1;SL;-98.72;123.87;3h 0m;
5060;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.07.24 13:00:00;135.186;0.64;2019.07.24 15:00:00;134.961;-104.12;16312.84;OOS1;SL;-99.79;38.14;2h 0m;
5084;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.08.13 16:00:00;128.262;0.4;2019.08.13 17:00:00;129.181;252.04;16564.88;OOS1;PT;0.00;254.75;1h 0m;
5096;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.08.22 15:00:00;130.043;0.44;2019.08.23 02:00:00;130.381;104.22;16669.10;OOS1;Exit After X Bars;0.00;198.81;11h 0m;
5109;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.09.04 10:00:00;128.934;0.43;2019.09.04 20:00:00;129.826;262.90;16931.99;OOS1;PT;-28.61;265.81;10h 0m;
5110;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.09.05 13:00:00;131.198;0.39;2019.09.06 00:00:00;131.822;169.67;17101.66;OOS1;Exit After X Bars;0.00;259.46;11h 0m;
5112;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.09.09 12:00:00;131.960;0.41;2019.09.09 23:00:00;132.344;106.33;17207.99;OOS1;Exit After X Bars;-21.59;168.77;11h 0m;
5122;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.09.17 17:00:00;134.999;0.41;2019.09.18 04:00:00;135.089;26.65;17234.64;OOS1;Exit After X Bars;-27.84;120.47;11h 0m;
5157;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.10.10 18:00:00;132.918;0.44;2019.10.10 19:00:00;133.783;260.78;17495.42;OOS1;PT;0.00;263.76;1h 0m;
5158;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.10.11 14:00:00;136.760;0.39;2019.10.11 17:00:00;137.697;250.60;17746.02;OOS1;PT;-80.54;253.24;3h 0m;
5161;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.10.15 17:00:00;138.855;0.32;2019.10.15 18:00:00;138.413;-100.18;17645.83;OOS1;SL;-98.02;100.24;1h 0m;
5169;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.10.21 11:00:00;141.192;0.27;2019.10.21 17:00:00;140.676;-98.38;17547.46;OOS1;SL;-96.55;30.50;6h 0m;
5177;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.10.29 17:00:00;140.440;0.35;2019.10.29 20:00:00;140.028;-102.30;17445.16;OOS1;SL;-99.93;22.80;3h 0m;
5188;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.11.05 10:00:00;140.431;0.47;2019.11.05 21:00:00;140.677;76.94;17522.10;OOS1;Exit After X Bars;-87.94;83.38;11h 0m;
5190;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.11.07 12:00:00;140.406;0.53;2019.11.07 14:00:00;140.134;-103.49;17418.61;OOS1;SL;-99.90;44.81;2h 0m;
5196;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.11.11 14:00:00;140.225;0.54;2019.11.12 01:00:00;140.182;-14.68;17403.93;OOS1;Exit After X Bars;-67.73;99.54;11h 0m;
5203;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.11.15 16:00:00;140.409;0.57;2019.11.18 03:00:00;140.530;49.29;17453.22;OOS1;Exit After X Bars;-92.43;65.57;2d 11h 0m;
5216;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.11.27 15:00:00;140.752;0.59;2019.11.27 21:00:00;141.405;263.00;17716.22;OOS1;PT;-77.28;266.99;6h 0m;
5224;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.12.04 14:00:00;142.185;0.58;2019.12.05 01:00:00;142.625;189.27;17905.48;OOS1;Exit After X Bars;0.00;241.57;11h 0m;
5230;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.12.10 20:00:00;143.394;0.6;2019.12.10 23:00:00;143.156;-103.02;17802.46;OOS1;SL;-98.96;111.43;3h 0m;
5233;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.12.13 00:00:00;145.913;0.51;2019.12.13 00:00:00;145.223;-247.32;17555.14;OOS1;PT;-243.87;0.00;0s;
5252;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.12.26 03:00:00;142.297;0.43;2019.12.26 14:00:00;142.040;-79.49;17475.65;OOS1;Exit After X Bars;-92.67;24.44;11h 0m;
5256;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2019.12.31 13:00:00;143.306;0.48;2019.12.31 18:00:00;144.112;264.86;17740.51;OOS1;PT;-52.22;268.11;5h 0m;
5274;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.01.14 02:00:00;143.154;0.41;2020.01.14 09:00:00;142.808;-101.08;17639.42;OOS1;SL;-98.31;15.91;7h 0m;
5283;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.01.21 15:00:00;143.959;0.51;2020.01.21 16:00:00;143.680;-102.06;17537.36;OOS1;SL;-98.61;4.95;1h 0m;
5285;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.01.22 14:00:00;144.224;0.51;2020.01.23 01:00:00;144.290;34.24;17571.60;OOS1;Exit After X Bars;-23.33;135.01;11h 0m;
5296;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.01.30 13:00:00;142.259;0.51;2020.01.31 00:00:00;142.647;138.47;17710.07;OOS1;Exit After X Bars;-61.50;157.63;11h 0m;
5305;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.02.04 15:00:00;142.245;0.45;2020.02.05 02:00:00;142.605;113.44;17823.52;OOS1;Exit After X Bars;-56.13;185.55;11h 0m;
5314;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.02.11 17:00:00;142.444;0.51;2020.02.11 18:00:00;142.163;-102.77;17720.75;OOS1;SL;-99.31;5.30;1h 0m;
5321;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.02.18 12:00:00;142.987;0.57;2020.02.18 23:00:00;142.811;-73.38;17647.37;OOS1;Exit After X Bars;-93.22;95.59;11h 0m;
5368;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.03.24 17:00:00;130.698;0.14;2020.03.25 04:00:00;130.586;-10.50;17636.87;OOS1;Exit After X Bars;-54.23;70.44;11h 0m;
5373;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.03.26 19:00:00;133.080;0.14;2020.03.27 06:00:00;132.805;-26.31;17610.55;OOS1;Exit After X Bars;-94.40;71.21;11h 0m;
5387;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.04.02 17:00:00;133.784;0.18;2020.04.03 04:00:00;133.827;5.84;17616.39;OOS1;Exit After X Bars;-68.36;37.17;11h 0m;
5389;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.04.06 09:00:00;133.726;0.2;2020.04.06 20:00:00;134.146;56.86;17673.25;OOS1;Exit After X Bars;-8.87;110.46;11h 0m;
5425;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.04.30 17:00:00;134.017;0.41;2020.04.30 18:00:00;134.993;274.54;17947.78;OOS1;PT;0.00;324.76;1h 0m;
5441;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.05.14 22:00:00;131.288;0.39;2020.05.15 00:00:00;130.924;-97.36;17850.43;OOS1;SL;-98.38;3.78;2h 0m;
5443;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.05.19 09:00:00;131.576;0.38;2020.05.19 20:00:00;132.077;129.36;17979.79;OOS1;Exit After X Bars;-79.53;213.04;11h 0m;
5453;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.05.26 09:00:00;132.078;0.44;2020.05.26 17:00:00;132.956;264.74;18244.53;OOS1;PT;0.00;267.72;8h 0m;
5454;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.05.27 13:00:00;132.997;0.45;2020.05.27 14:00:00;132.679;-102.21;18142.31;OOS1;SL;-99.17;0.62;1h 0m;
5457;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.05.29 17:00:00;133.258;0.44;2020.05.29 18:00:00;132.933;-102.08;18040.24;OOS1;SL;-99.10;61.29;1h 0m;
5459;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.06.01 22:00:00;134.527;0.4;2020.06.02 09:00:00;134.628;29.05;18069.28;OOS1;Exit After X Bars;-87.04;62.65;11h 0m;
5461;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.06.03 02:00:00;136.886;0.39;2020.06.03 04:00:00;136.517;-102.37;17966.91;OOS1;SL;-99.73;51.35;2h 0m;
5478;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.06.12 07:00:00;134.888;0.32;2020.06.12 13:00:00;136.032;251.53;18218.44;OOS1;PT;-58.54;253.69;6h 0m;
5480;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.06.15 21:00:00;135.150;0.3;2020.06.16 06:00:00;136.347;249.64;18468.08;OOS1;PT;-25.16;248.86;9h 0m;
5489;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.06.22 10:00:00;132.875;0.31;2020.06.22 13:00:00;132.421;-99.63;18368.45;OOS1;SL;-97.53;17.19;3h 0m;
5490;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.06.23 01:00:00;133.487;0.31;2020.06.23 04:00:00;133.036;-98.99;18269.46;OOS1;SL;-96.89;48.12;3h 0m;
5501;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.06.30 17:00:00;133.287;0.39;2020.07.01 04:00:00;133.856;154.81;18424.27;OOS1;Exit After X Bars;-26.49;178.65;11h 0m;
5509;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.07.07 16:00:00;135.053;0.47;2020.07.08 03:00:00;134.905;-46.97;18377.29;OOS1;Exit After X Bars;-90.22;116.28;11h 0m;
5515;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.07.13 10:00:00;135.430;0.5;2020.07.13 10:00:00;135.142;-103.18;18274.12;OOS1;SL;-99.79;0.00;0s;
5519;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.07.15 03:00:00;134.921;0.49;2020.07.15 14:00:00;134.969;12.98;18287.10;OOS1;Exit After X Bars;-94.40;51.28;11h 0m;
5522;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.07.16 18:00:00;135.115;0.51;2020.07.16 20:00:00;134.835;-102.41;18184.69;OOS1;SL;-98.96;19.44;2h 0m;
5525;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.07.20 14:00:00;135.219;0.52;2020.07.21 01:00:00;135.736;187.67;18372.35;OOS1;Exit After X Bars;-21.26;247.57;11h 0m;
5529;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.07.22 17:00:00;136.380;0.51;2020.07.23 04:00:00;136.395;16.22;18388.57;OOS1;Exit After X Bars;-41.70;85.88;11h 0m;
5533;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.07.29 13:00:00;136.213;0.48;2020.07.30 00:00:00;136.344;53.85;18442.42;OOS1;Exit After X Bars;-47.23;84.16;11h 0m;
5534;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.07.30 15:00:00;137.012;0.5;2020.07.31 02:00:00;137.139;45.32;18487.73;OOS1;Exit After X Bars;-70.69;129.24;11h 0m;
5556;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.08.14 15:00:00;139.986;0.53;2020.08.14 16:00:00;139.715;-103.12;18384.61;OOS1;SL;-99.54;8.45;1h 0m;
5561;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.08.18 16:00:00;139.365;0.55;2020.08.19 03:00:00;139.460;37.65;18422.26;OOS1;Exit After X Bars;-42.69;113.58;11h 0m;
5564;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.08.20 17:00:00;139.392;0.54;2020.08.20 18:00:00;139.127;-102.82;18319.44;OOS1;SL;-99.17;0.00;1h 0m;
5567;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.08.25 11:00:00;139.372;0.49;2020.08.25 22:00:00;139.804;143.38;18462.81;OOS1;Exit After X Bars;-40.41;222.42;11h 0m;
5571;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.08.27 18:00:00;140.552;0.52;2020.08.28 05:00:00;141.099;198.48;18661.29;OOS1;Exit After X Bars;0.00;203.24;11h 0m;
5587;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.09.09 16:00:00;138.019;0.43;2020.09.10 03:00:00;138.084;28.57;18689.86;OOS1;Exit After X Bars;-75.69;100.42;11h 0m;
5613;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.09.28 13:00:00;135.605;0.39;2020.09.29 00:00:00;135.343;-69.79;18620.07;OOS1;Exit After X Bars;-73.78;168.38;11h 0m;
5629;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.10.09 20:00:00;137.780;0.42;2020.10.12 06:00:00;137.439;-98.15;18521.92;OOS1;SL;-99.25;12.81;2d 10h 0m;
5634;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.10.14 14:00:00;136.758;0.46;2020.10.15 01:00:00;136.776;15.58;18537.51;OOS1;Exit After X Bars;-65.35;182.02;11h 0m;
5656;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.11.03 16:00:00;136.256;0.48;2020.11.04 01:00:00;137.049;265.04;18802.55;OOS1;PT;-56.88;263.78;9h 0m;
5663;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.11.09 13:00:00;136.834;0.41;2020.11.09 14:00:00;137.748;256.92;19059.46;OOS1;PT;0.00;259.69;1h 0m;
